File Name,Mean,Std Dev,Shape
U01_Acc_FreqD_FDay.mat,"[0.006874035117410793, 0.2728100210968567, 0.058344498179927075, 0.9216271606136094, 0.0003804659609952445, 0.05804008225978939, 0.003371658047356675, 0.0007072735446283272, 0.010108974622686468, 0.9212466946526143, 0.0011500330136975743, 0.35842746677070547, 0.9679994428951717, 0.9891693237738397, 0.000518317295977548, 0.0007072735446283272, 0.003744830531758701, 0.2902757081496135, 0.018733257399868173, 0.2776879881775398, 0.00023678375074863124, 0.05804008225978939, 0.0003404125735984353, 0.0003935446270742634, 0.005264371270460648, 0.2774512044267912, 0.0008095794517500839, 0.9842986297382647, 0.00028668563975050253, 0.0003935446270742634, 0.003664275791082356, 0.3277397018967416, 0.0228497899478642, 0.35305338715513407, 0.00025780729258869896, 0.05804008225978939, 0.0005111428016222345, 0.00038328819653463266, 0.005237834794312082, 0.35279557986254534, 0.000621742320142095, 0.00028429160208964354, 0.00038328819653463266]","[0.0010673987497358806, 0.10337414844789149, 0.0016729432530746232, 0.0307501218199467, 0.0002993120477535222, 0.0017340411279888094, 0.00020653997168974575, 0.0005383261746064472, 0.0009486615085195723, 0.030800350562436265, 0.000674927930470125, 0.009198605380149662, 0.01746337943475304, 0.007863602168937538, 0.000411630129619432, 0.0005383261746064472, 0.0007381786033759542, 0.04763557892158066, 0.0016482013029890785, 0.020968332663591212, 0.00023339784698681238, 0.0017340411279888094, 5.768707583662715e-05, 0.000380151004290403, 0.0009134463269701636, 0.020926642910803265, 0.0004954427094118446, 0.007599903517076591, 0.0002888217198161039, 0.000380151004290403, 0.0006200349218604683, 0.01970656443588222, 0.0009190265335235954, 0.01694885756597074, 0.00023369482135669512, 0.0017340411279888094, 4.2739263456717534e-05, 0.00032718604694065165, 0.0006358428610144434, 0.01703994555553875, 0.0004000777091185433, 0.00025013314659154206, 0.00032718604694065165]","(36, 43)"
U01_Acc_FreqD_MDay.mat,"[0.00703513804919612, 0.28652714685929276, 0.058897832374428215, 0.9276874854534162, 0.0003842326538896943, 0.05858269490568356, 0.0034345648322279174, 0.0005980751560123311, 0.010462766910252753, 0.9273032527995263, 0.0011761910008819682, 0.3578037321015677, 0.9668273266940839, 0.9866261672379183, 0.0004250503864059292, 0.0005980751560123311, 0.003469398444775199, 0.2601033121195125, 0.017202355990873257, 0.2541818177761988, 0.00021893730551398205, 0.05858269490568356, 0.00028894194371310096, 0.0003420015757589392, 0.004935804254849736, 0.2539628804706848, 0.0006366973646948934, 0.9842267056398679, 0.000249180396433173, 0.0003420015757589392, 0.0035305651798523707, 0.31840851968887207, 0.0222596055695233, 0.3436343127942894, 0.00019839606840132615, 0.05858269490568356, 0.00048586677250073173, 0.0003040480662383279, 0.0051640235903475705, 0.34343591672588814, 0.0005395155737564158, 0.00022152194528645173, 0.0003040480662383279]","[0.0009362321983701736, 0.0875723789235947, 0.0016011255560680726, 0.02808051268325091, 0.00035019388551304787, 0.0016225565677396012, 0.00019470099985782662, 0.000484083065461171, 0.0008679261013892224, 0.028115447498303393, 0.0005547779709576196, 0.008843875510703926, 0.02110588837585928, 0.009399709082846312, 0.0003758612974919215, 0.000484083065461171, 0.0006885288190245787, 0.05626073369712321, 0.0020983350809569553, 0.02830702955244783, 0.00017792225311639555, 0.0016225565677396012, 7.206999733631171e-05, 0.00024847200320827416, 0.0009998479811913416, 0.028328819689061615, 0.00031507928586347515, 0.008458212093796796, 0.000195362372813758, 0.00024847200320827416, 0.00033680015148097794, 0.014581747891362993, 0.0010281732057983153, 0.01942619490228904, 0.00013886076485479374, 0.0016225565677396012, 4.656781343153416e-05, 0.0001926233483521739, 0.0005767613442310991, 0.019452860544737365, 0.0002497671172579988, 0.0001496820232676305, 0.0001926233483521739]","(36, 43)"
U01_Acc_TimeD_FDay.mat,"[1.2060807343739512, 0.5794259410473251, 0.1488472479344481, 0.9211839479182061, 0.02312825984879292, 0.9306004978199351, 0.12622876834601768, 0.6266547933266261, 0.9337138139200581, -0.39590831552391537, 0.3124404068067911, 0.24319384903227576, -0.23268901705474368, 2.2105566418315545, 0.8050570792147297, 0.9306004978199351, 1.1096153344550341, 1.0579524305833476, -0.058152176309734044, -0.5718988810052956, 0.10826331569102562, -0.26952959833806817, 0.012228544450698485, -0.2471735028832048, 0.08504805837408234, 0.5137467046955614, 0.29077203478971225, -0.4612704113565474, 0.1269215792135092, -0.7296141134614379, -0.32259919586136815, -0.2471735028832048, -0.08689026359721003, -0.23135156443239147, 0.5394733724501397, 0.10418358015065625, 0.09429000334965644, 0.3513138375982762, 0.009091504970969423, 0.36502627589422765, 0.0765928446085151, 0.43528979229948334, 0.3640996265051256, 0.1324559099070769, -0.48127282070038213, 0.28903499165931584, 0.36502627589422765, 0.5187135041185131, 0.44675678628000487, 5.718877510907018, 16.016637283568393, 18.583333333333332, 3.1134660182681855, 31.951058201058206, 9.472222222222221, 2.8003249195350066, 32.344962522045854, 9.305555555555555, 0.4722222222222222, 0.05555555555555555, 14.916666666666666, 101.72222222222223, 147.11111111111111, 35.69444444444444, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9166666666666665, 88.11111111111111, 208.58333333333334, 0.3888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 20.666666666666668, 175.30555555555554, 102.88888888888889, 0.25, 0.0]","[0.04752387747125889, 0.11556924250162848, 0.031189046653173923, 0.028059257225506583, 0.010738229763432442, 0.025320861209594536, 0.02519761062185027, 0.13395389946868647, 0.024430864953476947, 0.11841792586560834, 0.1700589810887996, 0.05131024016327652, 0.26053026102205923, 0.6759831718717031, 0.04552076435431161, 0.025320861209594536, 0.025699537428272037, 0.03439065704302597, 0.05009685552398053, 0.0935529430497463, 0.02252995619800023, 0.02771847375649724, 0.0051444877434623, 0.02459293919637822, 0.018809805867997294, 0.10763621871742106, 0.032464204715088825, 0.17562077420870228, 0.03669408079694762, 0.31815270591421874, 0.04073795572085484, 0.02459293919637822, 0.035677985005425024, 0.0337323112402006, 0.03909841818017909, 0.08895687570591566, 0.01417392815316914, 0.017424392105000953, 0.0028533543353785177, 0.013126711085006241, 0.010581385429819965, 0.09483969729534016, 0.014754113375070434, 0.021303663322460604, 0.3484758925771378, 0.021150569746025888, 0.013126711085006241, 0.0269814381768581, 0.03363442343888608, 0.13655145496509394, 0.8665735947746872, 1.2104865871944959, 0.3905276073525815, 1.8612603494576916, 0.6448992647913278, 0.911685502574805, 1.6892045274999188, 0.5685969302905199, 2.793704342019264, 0.3286710990610897, 10.799627051173779, 21.830930034536767, 27.54065457321208, 16.535852369329103, 0.16433554953054488, 0.0, 0.0, 0.0, 0.0, 0.0, 4.733890812241261, 21.483556732453387, 23.918118422837715, 1.3182011686338524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5903429393055037, 12.879786057574439, 15.012623289242002, 19.29562094503105, 1.0897247358851685, 0.0]","(36, 88)"
U01_Acc_TimeD_FreqD_FDay.mat,"[1.2060807343739512, 0.5794259410473251, 0.1488472479344481, 0.9211839479182061, 0.02312825984879292, 0.9306004978199351, 0.12622876834601768, 0.6266547933266261, 0.9337138139200581, -0.39590831552391537, 0.3124404068067911, 0.24319384903227576, -0.23268901705474368, 2.2105566418315545, 0.8050570792147297, 0.9306004978199351, 1.1096153344550341, 1.0579524305833476, -0.058152176309734044, -0.5718988810052956, 0.10826331569102562, -0.26952959833806817, 0.012228544450698485, -0.2471735028832048, 0.08504805837408234, 0.5137467046955614, 0.29077203478971225, -0.4612704113565474, 0.1269215792135092, -0.7296141134614379, -0.32259919586136815, -0.2471735028832048, -0.08689026359721003, -0.23135156443239147, 0.5394733724501397, 0.10418358015065625, 0.09429000334965644, 0.3513138375982762, 0.009091504970969423, 0.36502627589422765, 0.0765928446085151, 0.43528979229948334, 0.3640996265051256, 0.1324559099070769, -0.48127282070038213, 0.28903499165931584, 0.36502627589422765, 0.5187135041185131, 0.44675678628000487, 0.006874035117410793, 0.2728100210968567, 0.058344498179927075, 0.9216271606136094, 0.0003804659609952445, 0.05804008225978939, 0.003371658047356675, 0.0007072735446283272, 0.010108974622686468, 0.9212466946526143, 0.0011500330136975743, 0.35842746677070547, 0.9679994428951717, 0.9891693237738397, 0.000518317295977548, 0.0007072735446283272, 0.003744830531758701, 0.2902757081496135, 0.018733257399868173, 0.2776879881775398, 0.00023678375074863124, 0.05804008225978939, 0.0003404125735984353, 0.0003935446270742634, 0.005264371270460648, 0.2774512044267912, 0.0008095794517500839, 0.9842986297382647, 0.00028668563975050253, 0.0003935446270742634, 0.003664275791082356, 0.3277397018967416, 0.0228497899478642, 0.35305338715513407, 0.00025780729258869896, 0.05804008225978939, 0.0005111428016222345, 0.00038328819653463266, 0.005237834794312082, 0.35279557986254534, 0.000621742320142095, 0.00028429160208964354, 0.00038328819653463266, 5.718877510907018, 16.016637283568393, 18.583333333333332, 3.1134660182681855, 31.951058201058206, 9.472222222222221, 2.8003249195350066, 32.344962522045854, 9.305555555555555, 0.4722222222222222, 0.05555555555555555, 14.916666666666666, 101.72222222222223, 147.11111111111111, 35.69444444444444, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9166666666666665, 88.11111111111111, 208.58333333333334, 0.3888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 20.666666666666668, 175.30555555555554, 102.88888888888889, 0.25, 0.0]","[0.04752387747125889, 0.11556924250162848, 0.031189046653173923, 0.028059257225506583, 0.010738229763432442, 0.025320861209594536, 0.02519761062185027, 0.13395389946868647, 0.024430864953476947, 0.11841792586560834, 0.1700589810887996, 0.05131024016327652, 0.26053026102205923, 0.6759831718717031, 0.04552076435431161, 0.025320861209594536, 0.025699537428272037, 0.03439065704302597, 0.05009685552398053, 0.0935529430497463, 0.02252995619800023, 0.02771847375649724, 0.0051444877434623, 0.02459293919637822, 0.018809805867997294, 0.10763621871742106, 0.032464204715088825, 0.17562077420870228, 0.03669408079694762, 0.31815270591421874, 0.04073795572085484, 0.02459293919637822, 0.035677985005425024, 0.0337323112402006, 0.03909841818017909, 0.08895687570591566, 0.01417392815316914, 0.017424392105000953, 0.0028533543353785177, 0.013126711085006241, 0.010581385429819965, 0.09483969729534016, 0.014754113375070434, 0.021303663322460604, 0.3484758925771378, 0.021150569746025888, 0.013126711085006241, 0.0269814381768581, 0.03363442343888608, 0.0010673987497358806, 0.10337414844789149, 0.0016729432530746232, 0.0307501218199467, 0.0002993120477535222, 0.0017340411279888094, 0.00020653997168974575, 0.0005383261746064472, 0.0009486615085195723, 0.030800350562436265, 0.000674927930470125, 0.009198605380149662, 0.01746337943475304, 0.007863602168937538, 0.000411630129619432, 0.0005383261746064472, 0.0007381786033759542, 0.04763557892158066, 0.0016482013029890785, 0.020968332663591212, 0.00023339784698681238, 0.0017340411279888094, 5.768707583662715e-05, 0.000380151004290403, 0.0009134463269701636, 0.020926642910803265, 0.0004954427094118446, 0.007599903517076591, 0.0002888217198161039, 0.000380151004290403, 0.0006200349218604683, 0.01970656443588222, 0.0009190265335235954, 0.01694885756597074, 0.00023369482135669512, 0.0017340411279888094, 4.2739263456717534e-05, 0.00032718604694065165, 0.0006358428610144434, 0.01703994555553875, 0.0004000777091185433, 0.00025013314659154206, 0.00032718604694065165, 0.13655145496509394, 0.8665735947746872, 1.2104865871944959, 0.3905276073525815, 1.8612603494576916, 0.6448992647913278, 0.911685502574805, 1.6892045274999188, 0.5685969302905199, 2.793704342019264, 0.3286710990610897, 10.799627051173779, 21.830930034536767, 27.54065457321208, 16.535852369329103, 0.16433554953054488, 0.0, 0.0, 0.0, 0.0, 0.0, 4.733890812241261, 21.483556732453387, 23.918118422837715, 1.3182011686338524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5903429393055037, 12.879786057574439, 15.012623289242002, 19.29562094503105, 1.0897247358851685, 0.0]","(36, 131)"
U01_Acc_TimeD_FreqD_MDay.mat,"[1.2270741212964174, 0.5640876986113108, 0.16219860824641388, 0.925133301000087, 0.02711437121221088, 0.9353164435052541, 0.1374400195017759, 0.6629864226851064, 0.9396714428576792, -0.4346769412529824, 0.3229318154705425, 0.26384500482214296, -0.25036555124366916, 2.2306945705242445, 0.8006298776169539, 0.9353164435052541, 1.1287127605143121, 1.0791258311596523, -0.04728358795746798, -0.5409545563725421, 0.10385907177892105, -0.2561967616597907, 0.011340672970864595, -0.23441214452127046, 0.08242371630388878, 0.4936709684150741, 0.2768943187532552, -0.5433998108601892, 0.12914297912043085, -0.6351787192641364, -0.3138410714456819, -0.23441214452127046, -0.07714554113133307, -0.21981853771230278, 0.5248716169723147, 0.10226618264205552, 0.09233373413345457, 0.34446048192387013, 0.008671440676315775, 0.36246820831511206, 0.07457817449510548, 0.422605434330259, 0.3569215167373827, 0.1248896430034273, -0.5811181899865847, 0.2858981450437763, 0.36246820831511206, 0.505788835734781, 0.43068241932737106, 0.00703513804919612, 0.28652714685929276, 0.058897832374428215, 0.9276874854534162, 0.0003842326538896943, 0.05858269490568356, 0.0034345648322279174, 0.0005980751560123311, 0.010462766910252753, 0.9273032527995263, 0.0011761910008819682, 0.3578037321015677, 0.9668273266940839, 0.9866261672379183, 0.0004250503864059292, 0.0005980751560123311, 0.003469398444775199, 0.2601033121195125, 0.017202355990873257, 0.2541818177761988, 0.00021893730551398205, 0.05858269490568356, 0.00028894194371310096, 0.0003420015757589392, 0.004935804254849736, 0.2539628804706848, 0.0006366973646948934, 0.9842267056398679, 0.000249180396433173, 0.0003420015757589392, 0.0035305651798523707, 0.31840851968887207, 0.0222596055695233, 0.3436343127942894, 0.00019839606840132615, 0.05858269490568356, 0.00048586677250073173, 0.0003040480662383279, 0.0051640235903475705, 0.34343591672588814, 0.0005395155737564158, 0.00022152194528645173, 0.0003040480662383279, 5.713701525842635, 15.757043536600426, 18.77777777777778, 3.0437645094470698, 31.602017195767203, 9.527777777777779, 2.8167913587313946, 31.358366402116403, 9.61111111111111, 0.5, 0.05555555555555555, 19.25, 97.75, 133.69444444444446, 48.666666666666664, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 2.138888888888889, 81.77777777777777, 215.11111111111111, 0.9722222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6111111111111112, 25.555555555555557, 182.16666666666666, 91.66666666666667, 0.0, 0.0]","[0.046174953713261996, 0.11582617275872932, 0.02838983436262417, 0.025406739899650994, 0.009568397848815755, 0.025664075349242588, 0.021930432682791195, 0.12366986153479366, 0.023636761712425347, 0.09451824037204862, 0.14825246195521088, 0.050398486368399185, 0.4044005305885518, 1.223510723598489, 0.0449479250447834, 0.025664075349242588, 0.02658131169240651, 0.03983918440377026, 0.0726606828954461, 0.09049315613760411, 0.023536486145674336, 0.02579805580559546, 0.005466746942434819, 0.02158098457069229, 0.019242015344341903, 0.12003871388861743, 0.030573310879119325, 0.19733640830582816, 0.038531128684605426, 0.40017965571924746, 0.03894736898625456, 0.02158098457069229, 0.0506232182810909, 0.036945239500308265, 0.030213168630046465, 0.0815528087472077, 0.012079826873275227, 0.01784383258835259, 0.0023414902836159375, 0.013496692213548558, 0.008912098205060113, 0.0809370791197999, 0.014865824316655667, 0.01737296998272043, 0.3042250046471671, 0.022824237212848406, 0.013496692213548558, 0.021459490777850324, 0.0336100790703848, 0.0009362321983701736, 0.0875723789235947, 0.0016011255560680726, 0.02808051268325091, 0.00035019388551304787, 0.0016225565677396012, 0.00019470099985782662, 0.000484083065461171, 0.0008679261013892224, 0.028115447498303393, 0.0005547779709576196, 0.008843875510703926, 0.02110588837585928, 0.009399709082846312, 0.0003758612974919215, 0.000484083065461171, 0.0006885288190245787, 0.05626073369712321, 0.0020983350809569553, 0.02830702955244783, 0.00017792225311639555, 0.0016225565677396012, 7.206999733631171e-05, 0.00024847200320827416, 0.0009998479811913416, 0.028328819689061615, 0.00031507928586347515, 0.008458212093796796, 0.000195362372813758, 0.00024847200320827416, 0.00033680015148097794, 0.014581747891362993, 0.0010281732057983153, 0.01942619490228904, 0.00013886076485479374, 0.0016225565677396012, 4.656781343153416e-05, 0.0001926233483521739, 0.0005767613442310991, 0.019452860544737365, 0.0002497671172579988, 0.0001496820232676305, 0.0001926233483521739, 0.12815214605328137, 1.0916449380727757, 1.3356461422412562, 0.6206814656181607, 2.0452499573089673, 0.6002828551381753, 0.8300293696169331, 1.8079273464353407, 0.6358623967921998, 2.958039891549808, 0.3286710990610897, 11.000946928939042, 20.585020173795204, 29.86062015100271, 18.773503787104968, 0.3632415786283895, 0.0, 0.0, 0.0, 0.0, 0.0, 4.63772440474, 19.286021292219676, 22.03126286007855, 2.576454401682789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9759354715309712, 14.32450201663888, 12.67433978118343, 21.08448613449129, 0.0, 0.0]","(36, 131)"
U01_Acc_TimeD_MDay.mat,"[1.2270741212964174, 0.5640876986113108, 0.16219860824641388, 0.925133301000087, 0.02711437121221088, 0.9353164435052541, 0.1374400195017759, 0.6629864226851064, 0.9396714428576792, -0.4346769412529824, 0.3229318154705425, 0.26384500482214296, -0.25036555124366916, 2.2306945705242445, 0.8006298776169539, 0.9353164435052541, 1.1287127605143121, 1.0791258311596523, -0.04728358795746798, -0.5409545563725421, 0.10385907177892105, -0.2561967616597907, 0.011340672970864595, -0.23441214452127046, 0.08242371630388878, 0.4936709684150741, 0.2768943187532552, -0.5433998108601892, 0.12914297912043085, -0.6351787192641364, -0.3138410714456819, -0.23441214452127046, -0.07714554113133307, -0.21981853771230278, 0.5248716169723147, 0.10226618264205552, 0.09233373413345457, 0.34446048192387013, 0.008671440676315775, 0.36246820831511206, 0.07457817449510548, 0.422605434330259, 0.3569215167373827, 0.1248896430034273, -0.5811181899865847, 0.2858981450437763, 0.36246820831511206, 0.505788835734781, 0.43068241932737106, 5.713701525842635, 15.757043536600426, 18.77777777777778, 3.0437645094470698, 31.602017195767203, 9.527777777777779, 2.8167913587313946, 31.358366402116403, 9.61111111111111, 0.5, 0.05555555555555555, 19.25, 97.75, 133.69444444444446, 48.666666666666664, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 2.138888888888889, 81.77777777777777, 215.11111111111111, 0.9722222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6111111111111112, 25.555555555555557, 182.16666666666666, 91.66666666666667, 0.0, 0.0]","[0.046174953713261996, 0.11582617275872932, 0.02838983436262417, 0.025406739899650994, 0.009568397848815755, 0.025664075349242588, 0.021930432682791195, 0.12366986153479366, 0.023636761712425347, 0.09451824037204862, 0.14825246195521088, 0.050398486368399185, 0.4044005305885518, 1.223510723598489, 0.0449479250447834, 0.025664075349242588, 0.02658131169240651, 0.03983918440377026, 0.0726606828954461, 0.09049315613760411, 0.023536486145674336, 0.02579805580559546, 0.005466746942434819, 0.02158098457069229, 0.019242015344341903, 0.12003871388861743, 0.030573310879119325, 0.19733640830582816, 0.038531128684605426, 0.40017965571924746, 0.03894736898625456, 0.02158098457069229, 0.0506232182810909, 0.036945239500308265, 0.030213168630046465, 0.0815528087472077, 0.012079826873275227, 0.01784383258835259, 0.0023414902836159375, 0.013496692213548558, 0.008912098205060113, 0.0809370791197999, 0.014865824316655667, 0.01737296998272043, 0.3042250046471671, 0.022824237212848406, 0.013496692213548558, 0.021459490777850324, 0.0336100790703848, 0.12815214605328137, 1.0916449380727757, 1.3356461422412562, 0.6206814656181607, 2.0452499573089673, 0.6002828551381753, 0.8300293696169331, 1.8079273464353407, 0.6358623967921998, 2.958039891549808, 0.3286710990610897, 11.000946928939042, 20.585020173795204, 29.86062015100271, 18.773503787104968, 0.3632415786283895, 0.0, 0.0, 0.0, 0.0, 0.0, 4.63772440474, 19.286021292219676, 22.03126286007855, 2.576454401682789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9759354715309712, 14.32450201663888, 12.67433978118343, 21.08448613449129, 0.0, 0.0]","(36, 88)"
U02_Acc_FreqD_FDay.mat,"[0.007747314740986717, 0.20322454527419204, 0.06251777760925376, 0.9862352867710305, 0.00037952307971693595, 0.06214818561985112, 0.0038650529577029407, 0.0006236354744272957, 0.011528828107554434, 0.9858557636913134, 0.0011765568467871073, 0.3793929111284026, 0.9807059166013286, 0.583911852141393, 0.00044959478803778975, 0.0006236354744272957, 0.004774927865995736, 0.43995774063129367, 0.027952082803091787, 0.4229448980984017, 0.0003142630827842153, 0.06214818561985112, 0.0007627129358290947, 0.0005170379941149845, 0.006813412632870819, 0.4226306350156175, 0.0008564315073607414, 0.7138860794596913, 0.0003786125715252016, 0.0005170379941149845, 0.0031683338624663446, 0.15541792529016205, 0.01021651174345986, 0.08990799222294489, 0.0003290645440587923, 0.06214818561985112, 9.529851606602666e-05, 0.0005149683053886822, 0.004195598409165854, 0.08957892767888612, 0.0007878608586199473, 0.0003803483745811906, 0.0005149683053886822]","[0.0008994744403515952, 0.0817286328270992, 0.001520696337721637, 0.02632718325952246, 0.0004232251670009121, 0.00162971833869294, 0.0001978281476465251, 0.0006010817211940567, 0.000758223661072591, 0.0266832319774945, 0.0007859055440884725, 0.008916565552325815, 0.005491773022710661, 0.11550379289034397, 0.0004606395927186822, 0.0006010817211940567, 0.0005127727104972214, 0.026391453506526164, 0.0012155358368662573, 0.017978586748329427, 0.00025986255724067713, 0.00162971833869294, 6.703631407440819e-05, 0.0003844493038833691, 0.0004576397044861157, 0.017994173783728324, 0.0004685881102214899, 0.0985219827570091, 0.00029734808895505254, 0.0003844493038833691, 0.00044144516191066646, 0.0215052287532434, 0.0008845096542241766, 0.016511938919974635, 0.00021763603989536176, 0.00162971833869294, 1.790165863502717e-05, 0.00031514270518132335, 0.0006001712777513671, 0.0165674058577656, 0.0003448862684463969, 0.0002458207806016982, 0.00031514270518132335]","(36, 43)"
U02_Acc_FreqD_MDay.mat,"[0.007980106684114552, 0.16974321431757028, 0.06418435354554632, 1.0115235698280363, 0.0004221502564641172, 0.06380310847983454, 0.004072112367056508, 0.0006499344696653831, 0.011851578100383332, 1.0111014195715722, 0.0013320532909704065, 0.3908253776948738, 0.9646318165204184, 0.2870538313190579, 0.0004657053512614712, 0.0006499344696653831, 0.005086481746847546, 0.49981049806096994, 0.029746984486810416, 0.43792490118760496, 0.0003096283959500766, 0.06380310847983454, 0.000862358445992827, 0.0004893396369366919, 0.007385533699846918, 0.43761527279165485, 0.0008389127112379269, 0.5055544339828338, 0.00035911682615419056, 0.0004893396369366919, 0.002805166324900215, 0.12832739657001954, 0.009126378981348774, 0.08203549647604381, 0.00026571172004092133, 0.06380310847983454, 7.611336901394624e-05, 0.0004391594964626412, 0.003735933012829643, 0.08176978475600288, 0.0006616204732458029, 0.0003277003094378704, 0.0004391594964626412]","[0.0009381963701054915, 0.08352075840277709, 0.0010661862791002566, 0.01858013463208613, 0.0003201979804272178, 0.0011294757044632271, 0.00014444937609912894, 0.00045605847481792436, 0.0009299092469364763, 0.018739985701864074, 0.0006738176346503796, 0.005603882741382839, 0.005771444267970446, 0.1149643158096451, 0.0003460007890248942, 0.00045605847481792436, 0.0006866738614027055, 0.01835628073638476, 0.0006712598659053725, 0.011567143107252292, 0.0002503929688069418, 0.0011294757044632271, 4.099462445006993e-05, 0.0003786578909095189, 0.0006876013078891971, 0.011576862286158413, 0.00047980231834668396, 0.09608263024535355, 0.00029192804861141215, 0.0003786578909095189, 0.0008679654894098167, 0.03731417750743191, 0.0010712516306598788, 0.013409192772411418, 0.0002131182550080804, 0.0011294757044632271, 1.6832695096651086e-05, 0.0003359694263864621, 0.001084618246929426, 0.013488672824358361, 0.00040329491324437975, 0.0002615829264422336, 0.0003359694263864621]","(36, 43)"
U02_Acc_TimeD_FDay.mat,"[1.399607994834386, 0.6647101434689499, 0.16649367332419154, 0.9870144289087546, 0.02803871912875188, 0.9608240403777154, 0.12763652459947136, 0.7348978513654361, 1.001119098345316, 0.6891686003981573, 0.46454327538053897, 0.177291781431676, 0.5690561637438988, 2.9798234251721727, 0.883364197006055, 0.9608240403777154, 1.1293900294873733, 0.9844126295316961, 0.7548529612120156, 0.17011935496579805, 0.14789133768586848, 0.4259846717560261, 0.022164308813394894, 0.44524396241230413, 0.12768333576507657, 0.5847336062462176, 0.4510491950616473, 0.7942290631931669, 0.24894712884715625, 0.09131313588312984, 0.28275556160504567, 0.44524396241230413, 0.7178032863704427, 0.4042099797513502, 0.3303579580844349, -0.18594532955752807, 0.14103539565327158, 0.07831658940160525, 0.02002765382072927, 0.08377716824244955, 0.12795306045367552, 0.516303287641963, 0.16234671582182378, 0.26711758062880997, -0.019203537416129166, -0.056554086250702094, 0.08377716824244955, 0.3117881605969339, 0.22751169318859393, 6.080853865769415, 16.72810911401598, 17.916666666666668, 2.012843209799708, 32.6577380952381, 9.38888888888889, 1.6440377647773643, 32.202160493827165, 9.527777777777779, 0.5, 0.027777777777777776, 0.3611111111111111, 73.19444444444444, 161.16666666666666, 50.22222222222222, 14.527777777777779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 85.66666666666667, 173.13888888888889, 41.19444444444444, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 1.9722222222222223, 116.72222222222223, 95.52777777777777, 85.66666666666667, 0.0, 0.0, 0.0]","[0.0478160099181447, 0.11563296578149262, 0.017848693839306044, 0.025426600982398767, 0.007193761263063568, 0.022723944313081647, 0.008655906735607859, 0.1145521223195367, 0.02344786923178805, 0.05117286771860269, 0.05991051569662085, 0.02609792589798199, 0.44077352350354415, 0.8663280928304466, 0.020402714819410323, 0.022723944313081647, 0.051504934268364555, 0.024919958206242026, 0.05781621176283321, 0.03917141361035468, 0.01710149265062297, 0.018738986314848646, 0.005171919352966478, 0.020444506226421476, 0.017251134752204935, 0.07079020785129173, 0.021427589632398186, 0.09905314932837632, 0.041559842495985815, 0.1756172735508971, 0.022510392679654437, 0.020444506226421476, 0.04553520890783857, 0.08712927918026792, 0.02813875860696258, 0.08373351867911914, 0.011690637008068201, 0.02090465650029858, 0.003233603226043814, 0.026702991323994542, 0.010728085630769062, 0.09567062526319373, 0.013226173876948126, 0.02436932109830995, 0.11657179052993805, 0.019656991420185153, 0.026702991323994542, 0.02061409619623532, 0.053663761547706926, 0.14131873816919138, 0.5100462223294097, 0.6821127309893709, 0.43136499132228334, 1.0754746643800122, 0.590563656263036, 0.33793058356308, 1.066888301448239, 0.5520724142875498, 2.958039891549808, 0.16433554953054486, 0.8548156974127288, 14.19080188096118, 12.473304828045107, 7.472583634382389, 7.304816185652643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.396235987858034, 20.66955998265428, 15.62017826837461, 0.0, 0.0, 0.0, 0.0, 0.6573421981221794, 3.796826972845668, 14.59568260196432, 22.08378755647469, 21.712771459315007, 0.0, 0.0, 0.0]","(36, 88)"
